,YEAR,LocationDesc,TopicDesc,MeasureDesc,Response,Data_Value,Sample_Size,Gender,Race,Age
251,2019,Georgia,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,59.6,368,Female,All Races,All Ages
252,2019,North Carolina,Cigarette Use (Adults),Smoking Frequency,Some Days,30.4,681,Overall,All Races,All Ages
253,2019,Utah,Smokeless Tobacco Use (Adults),User Status,Current,3.4,11513,Overall,All Races,All Ages
254,2019,Rhode Island,Cigarette Use (Adults),Current Smoking,,16.7,1016,Overall,All Races,25 to 44 Years
255,2019,Kansas,Smokeless Tobacco Use (Adults),User Status,Not Current,94.9,10852,Overall,All Races,All Ages
256,2019,New Hampshire,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,44.7,242,Male,All Races,All Ages
257,2019,Missouri,Cigarette Use (Adults),Smoking Frequency,Every Day,75.1,647,Female,All Races,All Ages
258,2019,Oregon,Cigarette Use (Adults),Current Smoking,,15.4,2823,Male,All Races,All Ages
259,2019,Connecticut,Smokeless Tobacco Use (Adults),Current Use,,0.9,6275,Overall,All Races,Age 20 and Older
260,2019,West Virginia,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,70.1,341,Overall,All Races,All Ages
261,2019,Kansas,Cigarette Use (Adults),Smoking Frequency,Every Day,70.4,769,Female,All Races,All Ages
262,2019,Guam,Cigarette Use (Adults),Smoking Status,Former,17.2,2323,Overall,All Races,All Ages
263,2019,Kentucky,Smokeless Tobacco Use (Adults),Current Use,,5.3,4459,Overall,All Races,Age 25 and Older
264,2019,Wisconsin,Smokeless Tobacco Use (Adults),User Status,Current,3.1,4748,Overall,All Races,All Ages
265,2019,Ohio,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,62.6,60,Female,All Races,All Ages
266,2019,New Hampshire,Cigarette Use (Adults),Smoking Status,Current,17.1,2465,Male,All Races,All Ages
267,2019,Florida,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,54.9,521,Overall,All Races,All Ages
268,2019,Montana,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,59.4,1316,Female,All Races,All Ages
269,2019,Texas,Smokeless Tobacco Use (Adults),Current Use,,0.8,6578,Female,All Races,All Ages
270,2019,North Carolina,Cigarette Use (Adults),Smoking Status,Never,63.3,2222,Female,All Races,All Ages
271,2019,Vermont,Smokeless Tobacco Use (Adults),User Status,Not Current,99.5,3396,Female,All Races,All Ages
272,2019,Kentucky,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,49.5,50,Female,All Races,All Ages
273,2019,South Dakota,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
274,2019,Georgia,Cigarette Use (Adults),Smoking Status,Never,54.7,3005,Male,All Races,All Ages
275,2019,Hawaii,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
276,2019,Virginia,Smokeless Tobacco Use (Adults),User Status,Current,6.5,4267,Male,All Races,All Ages
277,2019,West Virginia,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,49.2,445,Female,All Races,All Ages
278,2019,Michigan,Cigarette Use (Adults),Current Smoking,,20.2,4519,Male,All Races,All Ages
279,2019,Ohio,Cigarette Use (Adults),Current Smoking,,12,5575,Overall,All Races,65 Years and Older
280,2019,Idaho,Cigarette Use (Adults),Current Smoking,,21.9,1274,Overall,All Races,Age 25 and Older
281,2019,Utah,Smokeless Tobacco Use (Adults),Current Use,,3.5,1003,Overall,All Races,18 to 24 Years
282,2019,Illinois,Smokeless Tobacco Use (Adults),User Status,Not Current,95.6,2502,Male,All Races,All Ages
283,2019,Montana,Cigarette Use (Adults),Smoking Status,Never,54,3081,Male,All Races,All Ages
284,2019,Pennsylvania,Smokeless Tobacco Use (Adults),User Status,Not Current,95.5,6414,Overall,All Races,All Ages
285,2019,West Virginia,Cigarette Use (Adults),Current Smoking,,18.1,2766,Overall,All Races,Age 20 and Older
286,2019,Nebraska,Smokeless Tobacco Use (Adults),Current Use,,4.4,880,Overall,All Races,Age 25 and Older
287,2019,Delaware,Smokeless Tobacco Use (Adults),Current Use,,2.9,874,Overall,All Races,25 to 44 Years
288,2019,Louisiana,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,56.6,331,Female,All Races,All Ages
289,2019,Maryland,Cigarette Use (Adults),Current Smoking,,13.6,6054,Overall,All Races,45 to 64 Years
290,2019,Kansas,Cigarette Use (Adults),Current Smoking,,21.3,2524,Overall,All Races,25 to 44 Years
291,2019,Idaho,Cigarette Use (Adults),Current Smoking,,16.8,2511,Male,All Races,All Ages
292,2019,Wyoming,Cigarette Use (Adults),Current Smoking,,39.4,202,Overall,All Races,Age 20 and Older
293,2019,Maine,Cigarette Use (Adults),Smoking Status,Never,56,6396,Female,All Races,All Ages
294,2019,Florida,Cigarette Use (Adults),Smoking Status,Current,15.7,7178,Male,All Races,All Ages
295,2019,Utah,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,47,555,Overall,All Races,All Ages
296,2019,Guam,Smokeless Tobacco Use (Adults),Current Use,,9.1,669,Overall,All Races,Age 25 and Older
297,2019,Vermont,Cigarette Use (Adults),Smoking Frequency,Every Day,71.4,387,Female,All Races,All Ages
298,2019,Arizona,Cigarette Use (Adults),Smoking Status,Current,12.5,4606,Female,All Races,All Ages
299,2019,Indiana,Cigarette Use (Adults),Smoking Status,Current,19.2,8427,Overall,All Races,All Ages
300,2019,Colorado,Smokeless Tobacco Use (Adults),Current Use,,2.9,6069,Overall,All Races,Age 25 and Older
301,2019,Utah,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,49.4,352,Overall,All Races,All Ages
302,2019,Iowa,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,57.5,328,Male,All Races,All Ages
303,2019,Minnesota,Smokeless Tobacco Use (Adults),Current Use,,3.6,5265,Overall,All Races,45 to 64 Years
304,2019,South Dakota,Smokeless Tobacco Use (Adults),Current Use,,3,2584,Overall,All Races,65 Years and Older
305,2019,Hawaii,Smokeless Tobacco Use (Adults),Current Use,,1.8,5152,Overall,All Races,Age 20 and Older
306,2019,Arizona,Smokeless Tobacco Use (Adults),Current Use,,1.5,3681,Overall,All Races,65 Years and Older
307,2019,Mississippi,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,64.3,248,Male,All Races,All Ages
308,2019,New Jersey,Cigarette Use (Adults),Current Smoking,,,,Female,All Races,All Ages
309,2019,Texas,Cigarette Use (Adults),Smoking Status,Former,23.8,5045,Male,All Races,All Ages
310,2019,Wisconsin,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,63.8,1029,Male,All Races,All Ages
311,2019,New Mexico,Smokeless Tobacco Use (Adults),User Status,Not Current,91.3,2670,Male,All Races,All Ages
312,2019,Vermont,Cigarette Use (Adults),Current Smoking,,15.1,6125,Overall,All Races,All Ages
313,2019,Illinois,Cigarette Use (Adults),Current Smoking,,17,2502,Male,All Races,All Ages
314,2019,Washington,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,55,341,Overall,All Races,All Ages
315,2019,Oregon,Cigarette Use (Adults),Current Smoking,,24.4,334,Overall,All Races,Age 20 and Older
316,2019,Wisconsin,Cigarette Use (Adults),Current Smoking,,15.4,4739,Overall,All Races,All Ages
317,2019,Nebraska,Smokeless Tobacco Use (Adults),Current Use,,0.9,8392,Female,All Races,All Ages
318,2019,Wyoming,Smokeless Tobacco Use (Adults),User Status,Current,0.9,2530,Female,All Races,All Ages
319,2019,Missouri,Smokeless Tobacco Use (Adults),User Status,Not Current,95,7104,Overall,All Races,All Ages
320,2019,North Carolina,Smokeless Tobacco Use (Adults),User Status,Not Current,98.2,2228,Female,All Races,All Ages
321,2019,Kansas,Cigarette Use (Adults),Smoking Status,Never,59.2,10814,Overall,All Races,All Ages
322,2019,Indiana,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,43.5,275,Overall,All Races,All Ages
323,2019,Oregon,Smokeless Tobacco Use (Adults),Current Use,,1.4,990,Female,All Races,18 to 44 Years
324,2019,Mississippi,Cigarette Use (Adults),Current Smoking,,24.2,1982,Male,All Races,All Ages
325,2019,Washington,Cigarette Use (Adults),Current Smoking,,14.8,4109,Overall,All Races,45 to 64 Years
326,2019,Alabama,Smokeless Tobacco Use (Adults),Current Use,,5.1,2451,Overall,All Races,45 to 64 Years
327,2019,Rhode Island,Smokeless Tobacco Use (Adults),User Status,Current,0.6,3207,Female,All Races,All Ages
328,2019,New Jersey,Cigarette Use (Adults),Current Smoking,,,,Overall,All Races,Age 20 and Older
329,2019,Louisiana,Smokeless Tobacco Use (Adults),Current Use,,6.2,1723,Overall,All Races,45 to 64 Years
330,2019,Massachusetts,Cigarette Use (Adults),Current Smoking,,7.9,539,Overall,All Races,18 to 24 Years
331,2019,Texas,Smokeless Tobacco Use (Adults),Current Use,,2.1,1250,Overall,All Races,Age 25 and Older
332,2019,Guam,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,45.9,546,Male,All Races,All Ages
333,2019,Maine,Cigarette Use (Adults),Current Smoking,,47,483,Overall,All Races,Age 25 and Older
334,2019,Florida,Smokeless Tobacco Use (Adults),User Status,Not Current,99,8698,Female,All Races,All Ages
335,2019,Nebraska,Cigarette Use (Adults),Smoking Frequency,Every Day,72.7,1012,Male,All Races,All Ages
336,2019,Guam,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,47.8,90,Male,All Races,All Ages
337,2019,Washington,Cigarette Use (Adults),Smoking Frequency,Some Days,34.7,1422,Overall,All Races,All Ages
338,2019,Colorado,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,44.7,289,Overall,All Races,All Ages
339,2019,Alabama,Cigarette Use (Adults),Smoking Frequency,Every Day,72.5,1158,Overall,All Races,All Ages
340,2019,Idaho,Smokeless Tobacco Use (Adults),Current Use,,8.9,2530,Male,All Races,All Ages
341,2019,Hawaii,Cigarette Use (Adults),Smoking Status,Former,25.4,7396,Overall,All Races,All Ages
342,2019,South Dakota,Cigarette Use (Adults),Smoking Frequency,Some Days,30.1,469,Male,All Races,All Ages
343,2019,Illinois,Smokeless Tobacco Use (Adults),Current Use,,2.7,5343,Overall,All Races,All Ages
344,2019,California,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,53.1,375,Male,All Races,All Ages
345,2019,Massachusetts,Smokeless Tobacco Use (Adults),Current Use,,1,4026,Female,All Races,All Ages
346,2019,Utah,Cigarette Use (Adults),Smoking Status,Former,12.4,5899,Female,All Races,All Ages
347,2019,Nebraska,Cigarette Use (Adults),Current Smoking,,18.5,3449,Overall,All Races,25 to 44 Years
348,2019,Montana,Cigarette Use (Adults),Current Smoking,,34,287,Overall,All Races,Age 20 and Older
349,2019,Michigan,Cigarette Use (Adults),Current Smoking,,9.8,3815,Overall,All Races,65 Years and Older
350,2019,Wyoming,Cigarette Use (Adults),Smoking Status,Current,18.9,1981,Male,All Races,All Ages
351,2019,Montana,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,45.5,337,Male,All Races,All Ages
352,2019,Puerto Rico,Cigarette Use (Adults),Current Smoking,,6.7,1297,Female,All Races,18 to 44 Years
353,2019,Massachusetts,Cigarette Use (Adults),Current Smoking,,9.5,1125,Female,All Races,18 to 44 Years
354,2019,Louisiana,Cigarette Use (Adults),Smoking Status,Never,48.4,1943,Male,All Races,All Ages
355,2019,Utah,Cigarette Use (Adults),Current Smoking,,5.8,5899,Female,All Races,All Ages
356,2019,Virginia,Smokeless Tobacco Use (Adults),Current Use,,0.8,5262,Female,All Races,All Ages
357,2019,California,Cigarette Use (Adults),Current Smoking,,5.7,2811,Overall,All Races,65 Years and Older
358,2019,Nevada,Cigarette Use (Adults),Current Smoking,,19.5,883,Overall,All Races,45 to 64 Years
359,2019,Minnesota,Cigarette Use (Adults),Current Smoking,,10.5,10788,Overall,All Races,Age 20 and Older
360,2019,California,Cigarette Use (Adults),Smoking Status,Never,67,10861,Overall,All Races,All Ages
361,2019,New Hampshire,Cigarette Use (Adults),Smoking Status,Never,53.8,5481,Overall,All Races,All Ages
362,2019,Delaware,Smokeless Tobacco Use (Adults),User Status,Not Current,97.5,3719,Overall,All Races,All Ages
363,2019,Louisiana,Cigarette Use (Adults),Current Smoking,,12.3,1284,Overall,All Races,65 Years and Older
364,2019,North Dakota,Cigarette Use (Adults),Smoking Frequency,Every Day,72.5,727,Overall,All Races,All Ages
365,2019,New York,Smokeless Tobacco Use (Adults),Current Use,,3.7,6132,Male,All Races,All Ages
366,2019,Nevada,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,62.6,620,Male,All Races,All Ages
367,2019,Pennsylvania,Smokeless Tobacco Use (Adults),Current Use,,3.2,3967,Overall,All Races,Age 25 and Older
368,2019,Maryland,Cigarette Use (Adults),Smoking Status,Never,69.1,9308,Female,All Races,All Ages
369,2019,Montana,Smokeless Tobacco Use (Adults),Current Use,,13.9,3094,Male,All Races,All Ages
370,2019,Pennsylvania,Smokeless Tobacco Use (Adults),Current Use,,1.6,1920,Overall,All Races,65 Years and Older
371,2019,Mississippi,Cigarette Use (Adults),Smoking Frequency,Some Days,31,409,Male,All Races,All Ages
372,2019,Nevada,Smokeless Tobacco Use (Adults),User Status,Not Current,99.2,1429,Female,All Races,All Ages
373,2019,Alabama,Cigarette Use (Adults),Smoking Status,Never,48.3,2728,Male,All Races,All Ages
374,2019,Missouri,Smokeless Tobacco Use (Adults),Current Use,,1.2,981,Female,All Races,18 to 44 Years
375,2019,Maryland,Cigarette Use (Adults),Smoking Frequency,Some Days,35.4,1922,Overall,All Races,All Ages
376,2019,Kansas,Smokeless Tobacco Use (Adults),Current Use,,1,1541,Female,All Races,18 to 44 Years
377,2019,Michigan,Smokeless Tobacco Use (Adults),User Status,Not Current,98.8,5692,Female,All Races,All Ages
378,2019,North Dakota,Cigarette Use (Adults),Current Smoking,,16.8,566,Female,All Races,18 to 44 Years
379,2019,Kansas,Cigarette Use (Adults),Current Smoking,,36.1,391,Overall,All Races,Age 25 and Older
380,2019,Massachusetts,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
381,2019,Maine,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,59,212,Overall,All Races,All Ages
382,2019,West Virginia,Smokeless Tobacco Use (Adults),Current Use,,7.1,194,Overall,All Races,18 to 24 Years
383,2019,Alabama,Cigarette Use (Adults),Smoking Frequency,Every Day,70.3,533,Male,All Races,All Ages
384,2019,Kansas,Smokeless Tobacco Use (Adults),Current Use,,7.1,395,Overall,All Races,Age 25 and Older
385,2019,Wisconsin,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,55.7,108,Male,All Races,All Ages
386,2019,Puerto Rico,Cigarette Use (Adults),Current Smoking,,12,1417,Overall,All Races,Age 25 and Older
387,2019,Missouri,Smokeless Tobacco Use (Adults),Current Use,,6.8,1475,Overall,All Races,25 to 44 Years
388,2019,Rhode Island,Cigarette Use (Adults),Current Smoking,,10.3,656,Female,All Races,18 to 44 Years
389,2019,Arkansas,Smokeless Tobacco Use (Adults),Current Use,,4.3,465,Overall,All Races,Age 20 and Older
390,2019,Oklahoma,Cigarette Use (Adults),Current Smoking,,13.2,3785,Overall,All Races,Age 20 and Older
391,2019,Colorado,Cigarette Use (Adults),Smoking Status,Former,28.8,4170,Male,All Races,All Ages
392,2019,Massachusetts,Smokeless Tobacco Use (Adults),User Status,Current,3.3,3434,Male,All Races,All Ages
393,2019,Texas,Smokeless Tobacco Use (Adults),Current Use,,3,7374,Overall,All Races,Age 20 and Older
394,2019,Alabama,Smokeless Tobacco Use (Adults),Current Use,,6.2,6750,Overall,All Races,All Ages
395,2019,Illinois,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
396,2019,Louisiana,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,52.8,192,Male,All Races,All Ages
397,2019,Georgia,Cigarette Use (Adults),Current Smoking,,10.4,487,Overall,All Races,18 to 24 Years
398,2019,Texas,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,59.8,2165,Female,All Races,All Ages
399,2019,Virginia,Cigarette Use (Adults),Smoking Frequency,Some Days,32.4,1295,Overall,All Races,All Ages
400,2019,Texas,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,29.5,62,Female,All Races,All Ages
401,2019,Texas,Cigarette Use (Adults),Current Smoking,,20.9,2727,Overall,All Races,Age 20 and Older
402,2019,Alabama,Cigarette Use (Adults),Current Smoking,,12.6,322,Overall,All Races,18 to 24 Years
403,2019,Minnesota,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,47.1,656,Female,All Races,All Ages
404,2019,Ohio,Smokeless Tobacco Use (Adults),Current Use,,7.4,604,Overall,All Races,18 to 24 Years
405,2019,New Mexico,Smokeless Tobacco Use (Adults),Current Use,,3.9,3510,Overall,All Races,Age 25 and Older
406,2019,Puerto Rico,Smokeless Tobacco Use (Adults),User Status,Not Current,99.3,2225,Male,All Races,All Ages
407,2019,Tennessee,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,,Female,All Races,All Ages
408,2019,South Carolina,Smokeless Tobacco Use (Adults),Current Use,,6.6,426,Overall,All Races,18 to 24 Years
409,2019,District of Columbia,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,66.3,480,Female,All Races,All Ages
410,2019,Mississippi,Cigarette Use (Adults),Current Smoking,,10.7,1798,Overall,All Races,65 Years and Older
411,2019,Wisconsin,Cigarette Use (Adults),Current Smoking,,18.1,1692,Overall,All Races,45 to 64 Years
412,2019,Oregon,Cigarette Use (Adults),Smoking Status,Current,14.5,5873,Overall,All Races,All Ages
413,2019,Pennsylvania,Cigarette Use (Adults),Smoking Status,Never,60.6,3287,Female,All Races,All Ages
414,2019,Montana,Smokeless Tobacco Use (Adults),User Status,Not Current,92.6,6332,Overall,All Races,All Ages
415,2019,Nebraska,Smokeless Tobacco Use (Adults),Current Use,,4.3,908,Overall,All Races,Age 20 and Older
416,2019,Utah,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,68.2,1120,Female,All Races,All Ages
417,2019,Arizona,Smokeless Tobacco Use (Adults),Current Use,,2.8,2756,Overall,All Races,45 to 64 Years
418,2019,Oklahoma,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,,Female,All Races,All Ages
419,2019,Tennessee,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,56,2762,Overall,All Races,All Ages
420,2019,Michigan,Cigarette Use (Adults),Smoking Frequency,Some Days,27,1552,Overall,All Races,All Ages
421,2019,Kentucky,Cigarette Use (Adults),Current Smoking,,17.1,4674,Overall,All Races,Age 20 and Older
422,2019,Oklahoma,Cigarette Use (Adults),Smoking Status,Former,25.3,6036,Overall,All Races,All Ages
423,2019,New Mexico,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,54.6,199,Male,All Races,All Ages
424,2019,Guam,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,65.7,167,Male,All Races,All Ages
425,2019,Wisconsin,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
426,2019,Utah,Smokeless Tobacco Use (Adults),User Status,Not Current,94.3,5610,Male,All Races,All Ages
427,2019,New Jersey,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
